ALL HASHTAG LENGTH：0
*********04/22 00:00:02*********
--------------
top:1
TARGET HASHTAG:熊本地震  COUNTS:1373
自衛隊  RELATED COUNTS:3  STRENGTH:0.01
NEWS23  RELATED COUNTS:2  STRENGTH:0
復興  RELATED COUNTS:2  STRENGTH:0
youtuber  RELATED COUNTS:2  STRENGTH:0
犬  RELATED COUNTS:2  STRENGTH:0
阿蘇  RELATED COUNTS:2  STRENGTH:0
寄付  RELATED COUNTS:2  STRENGTH:0
負けんばい熊本  RELATED COUNTS:2  STRENGTH:0
負けるな熊本  RELATED COUNTS:2  STRENGTH:0
車中泊者  RELATED COUNTS:2  STRENGTH:0
車中泊  RELATED COUNTS:2  STRENGTH:0
西原村  RELATED COUNTS:2  STRENGTH:0
fmc_radio  RELATED COUNTS:2  STRENGTH:0
熊本応援  RELATED COUNTS:2  STRENGTH:0
九州大地震  RELATED COUNTS:2  STRENGTH:0
阿蘇市  RELATED COUNTS:2  STRENGTH:0
里親募集  RELATED COUNTS:2  STRENGTH:0
相互フォロー  RELATED COUNTS:2  STRENGTH:0
news  RELATED COUNTS:2  STRENGTH:0
熊本がんばれ  RELATED COUNTS:2  STRENGTH:0
熊本地震から1ヶ月  RELATED COUNTS:2  STRENGTH:0
東日本大震災  RELATED COUNTS:2  STRENGTH:0
猫を探しています  RELATED COUNTS:2  STRENGTH:0
義援金  RELATED COUNTS:2  STRENGTH:0
香取慎吾  RELATED COUNTS:2  STRENGTH:0
Yahooニュース  RELATED COUNTS:2  STRENGTH:0
Ｅテレ  RELATED COUNTS:2  STRENGTH:0
避難民宿カワタケ  RELATED COUNTS:2  STRENGTH:0
首都直下型地震  RELATED COUNTS:2  STRENGTH:0
nhk_news  RELATED COUNTS:2  STRENGTH:0
ニュース23  RELATED COUNTS:2  STRENGTH:0
日テレNEWS24  RELATED COUNTS:2  STRENGTH:0
フジテレビ  RELATED COUNTS:2  STRENGTH:0
テレビ東京  RELATED COUNTS:2  STRENGTH:0
もっと伝えたい熊本地震  RELATED COUNTS:2  STRENGTH:0
支えあおう熊本  RELATED COUNTS:2  STRENGTH:0
幡再  RELATED COUNTS:2  STRENGTH:0
髙木雄也  RELATED COUNTS:2  STRENGTH:0
JUMPaper  RELATED COUNTS:2  STRENGTH:0
テント村  RELATED COUNTS:2  STRENGTH:0
エコノミー症候群  RELATED COUNTS:2  STRENGTH:0
TBS  RELATED COUNTS:2  STRENGTH:0
tvasahi  RELATED COUNTS:2  STRENGTH:0
募金  RELATED COUNTS:2  STRENGTH:0
九州新幹線  RELATED COUNTS:2  STRENGTH:0
毎日新聞  RELATED COUNTS:2  STRENGTH:0
--------------
top:3
TARGET HASHTAG:ニコニコ超会議2016  COUNTS:9
コスプレ  RELATED COUNTS:3  STRENGTH:0.33
ニコニコ超会議  RELATED COUNTS:2  STRENGTH:0.22
超会議コスプレ  RELATED COUNTS:2  STRENGTH:0.22
ALL HASHTAG LENGTH：107765
*********05/20 00:00:06*********
--------------
top:1
TARGET HASHTAG:ニュース  COUNTS:1308
芸能  RELATED COUNTS:328  STRENGTH:0.25
ネタ  RELATED COUNTS:275  STRENGTH:0.21
フォロー  RELATED COUNTS:275  STRENGTH:0.21
news  RELATED COUNTS:273  STRENGTH:0.2
面白  RELATED COUNTS:267  STRENGTH:0.2
相互  RELATED COUNTS:264  STRENGTH:0.2
まとめ  RELATED COUNTS:128  STRENGTH:0.09
速報  RELATED COUNTS:96  STRENGTH:0.07
ANN  RELATED COUNTS:85  STRENGTH:0.06
音楽  RELATED COUNTS:77  STRENGTH:0.05
ジャニーズ  RELATED COUNTS:39  STRENGTH:0.02
雑学  RELATED COUNTS:37  STRENGTH:0.02
結婚  RELATED COUNTS:37  STRENGTH:0.02
映画  RELATED COUNTS:35  STRENGTH:0.02
豆知識  RELATED COUNTS:33  STRENGTH:0.02
Yahoo  RELATED COUNTS:30  STRENGTH:0.02
和田唱  RELATED COUNTS:29  STRENGTH:0.02
上野樹里  RELATED COUNTS:29  STRENGTH:0.02
情報  RELATED COUNTS:28  STRENGTH:0.02
桂歌丸  RELATED COUNTS:28  STRENGTH:0.02
TRICERATOPS  RELATED COUNTS:27  STRENGTH:0.02
トレンド  RELATED COUNTS:26  STRENGTH:0.01
２ch  RELATED COUNTS:25  STRENGTH:0.01
NEWS  RELATED COUNTS:24  STRENGTH:0.01
followmeJP  RELATED COUNTS:22  STRENGTH:0.01
話題  RELATED COUNTS:21  STRENGTH:0.01
ブログ  RELATED COUNTS:21  STRENGTH:0.01
アニメ  RELATED COUNTS:20  STRENGTH:0.01
リフレッシュ  RELATED COUNTS:20  STRENGTH:0.01
これはすごい  RELATED COUNTS:20  STRENGTH:0.01
オリコン  RELATED COUNTS:19  STRENGTH:0.01
氷室京介  RELATED COUNTS:17  STRENGTH:0.01
政治  RELATED COUNTS:14  STRENGTH:0.01
クレジットカード  RELATED COUNTS:14  STRENGTH:0.01
嵐  RELATED COUNTS:14  STRENGTH:0.01
松本潤  RELATED COUNTS:14  STRENGTH:0.01
大野智  RELATED COUNTS:14  STRENGTH:0.01
ARASHI  RELATED COUNTS:14  STRENGTH:0.01
芸能ニュース  RELATED COUNTS:13  STRENGTH:0
AKB48  RELATED COUNTS:13  STRENGTH:0
知恵袋  RELATED COUNTS:13  STRENGTH:0
新聞  RELATED COUNTS:13  STRENGTH:0
2ch  RELATED COUNTS:13  STRENGTH:0
産経  RELATED COUNTS:12  STRENGTH:0
日本  RELATED COUNTS:12  STRENGTH:0
お笑い  RELATED COUNTS:12  STRENGTH:0
Heysayjump  RELATED COUNTS:12  STRENGTH:0
ダイナース  RELATED COUNTS:11  STRENGTH:0
知恵  RELATED COUNTS:11  STRENGTH:0
sankei  RELATED COUNTS:11  STRENGTH:0
東京  RELATED COUNTS:11  STRENGTH:0
News  RELATED COUNTS:11  STRENGTH:0
エンタメ  RELATED COUNTS:10  STRENGTH:0
アメックス  RELATED COUNTS:10  STRENGTH:0
クレカ  RELATED COUNTS:9  STRENGTH:0
体験談  RELATED COUNTS:9  STRENGTH:0
RT  RELATED COUNTS:9  STRENGTH:0
保守  RELATED COUNTS:9  STRENGTH:0
タレント  RELATED COUNTS:9  STRENGTH:0
山田涼介  RELATED COUNTS:9  STRENGTH:0
拡散希望  RELATED COUNTS:8  STRENGTH:0
ポルノグラフィティ  RELATED COUNTS:8  STRENGTH:0
ライブドア  RELATED COUNTS:8  STRENGTH:0
MNP  RELATED COUNTS:8  STRENGTH:0
国内  RELATED COUNTS:7  STRENGTH:0
アコム  RELATED COUNTS:7  STRENGTH:0
借金  RELATED COUNTS:7  STRENGTH:0
学生  RELATED COUNTS:7  STRENGTH:0
新着  RELATED COUNTS:7  STRENGTH:0
プロミス  RELATED COUNTS:7  STRENGTH:0
消費者金融  RELATED COUNTS:7  STRENGTH:0
ローン  RELATED COUNTS:7  STRENGTH:0
相互フォロー  RELATED COUNTS:7  STRENGTH:0
報道  RELATED COUNTS:7  STRENGTH:0
スポーツ  RELATED COUNTS:7  STRENGTH:0
渕上舞  RELATED COUNTS:7  STRENGTH:0
水瀬いのり  RELATED COUNTS:7  STRENGTH:0
声優  RELATED COUNTS:6  STRENGTH:0
ゲーム  RELATED COUNTS:6  STRENGTH:0
コミック  RELATED COUNTS:6  STRENGTH:0
アプリ  RELATED COUNTS:6  STRENGTH:0
NMB48  RELATED COUNTS:6  STRENGTH:0
日テレ  RELATED COUNTS:6  STRENGTH:0
大河ドラマ  RELATED COUNTS:6  STRENGTH:0
朝日新聞  RELATED COUNTS:6  STRENGTH:0
2ちゃんねる  RELATED COUNTS:6  STRENGTH:0
大阪  RELATED COUNTS:6  STRENGTH:0
iPhone  RELATED COUNTS:6  STRENGTH:0
iPhone6  RELATED COUNTS:6  STRENGTH:0
ヤフオク  RELATED COUNTS:6  STRENGTH:0
yauc  RELATED COUNTS:6  STRENGTH:0
パソコン  RELATED COUNTS:6  STRENGTH:0
小嶋陽菜  RELATED COUNTS:6  STRENGTH:0
こじはる  RELATED COUNTS:6  STRENGTH:0
出会い系サクラサイト抹消を目標としていますのでリツイートなどで拡散してもらえると嬉しいです  RELATED COUNTS:5  STRENGTH:0
恋人  RELATED COUNTS:5  STRENGTH:0
恋愛  RELATED COUNTS:5  STRENGTH:0
出会い  RELATED COUNTS:5  STRENGTH:0
セフレ  RELATED COUNTS:5  STRENGTH:0
リツイート  RELATED COUNTS:5  STRENGTH:0
オーディオブック  RELATED COUNTS:5  STRENGTH:0
渋谷  RELATED COUNTS:5  STRENGTH:0
新宿  RELATED COUNTS:5  STRENGTH:0
銀座  RELATED COUNTS:5  STRENGTH:0
六本木  RELATED COUNTS:5  STRENGTH:0
世界  RELATED COUNTS:5  STRENGTH:0
NHK  RELATED COUNTS:5  STRENGTH:0
tvasahi  RELATED COUNTS:5  STRENGTH:0
tbs  RELATED COUNTS:5  STRENGTH:0
伊野尾慧  RELATED COUNTS:5  STRENGTH:0
TBS  RELATED COUNTS:5  STRENGTH:0
fujitv  RELATED COUNTS:4  STRENGTH:0
平成ジャンプ  RELATED COUNTS:4  STRENGTH:0
西内まりや  RELATED COUNTS:4  STRENGTH:0
IT  RELATED COUNTS:4  STRENGTH:0
アイフル  RELATED COUNTS:4  STRENGTH:0
市川美織  RELATED COUNTS:4  STRENGTH:0
みおりん  RELATED COUNTS:4  STRENGTH:0
ステータス  RELATED COUNTS:4  STRENGTH:0
お金持ち  RELATED COUNTS:4  STRENGTH:0
空港  RELATED COUNTS:4  STRENGTH:0
経済  RELATED COUNTS:4  STRENGTH:0
韓国  RELATED COUNTS:4  STRENGTH:0
金爆  RELATED COUNTS:4  STRENGTH:0
ゴールデンボンバー  RELATED COUNTS:4  STRENGTH:0
歌手  RELATED COUNTS:4  STRENGTH:0
毎日新聞  RELATED COUNTS:4  STRENGTH:0
ジブリ  RELATED COUNTS:4  STRENGTH:0
スタジオジブリ  RELATED COUNTS:4  STRENGTH:0
diners  RELATED COUNTS:4  STRENGTH:0
乃木坂46  RELATED COUNTS:4  STRENGTH:0
俳優  RELATED COUNTS:4  STRENGTH:0
BugLug  RELATED COUNTS:4  STRENGTH:0
キムタク  RELATED COUNTS:4  STRENGTH:0
木村拓哉  RELATED COUNTS:4  STRENGTH:0
ドライブレコーダー  RELATED COUNTS:4  STRENGTH:0
車載カメラ  RELATED COUNTS:4  STRENGTH:0
JKT48  RELATED COUNTS:4  STRENGTH:0
仲川遥香  RELATED COUNTS:4  STRENGTH:0
SMAP  RELATED COUNTS:4  STRENGTH:0
seiji  RELATED COUNTS:4  STRENGTH:0
keizai  RELATED COUNTS:4  STRENGTH:0
高橋一生  RELATED COUNTS:4  STRENGTH:0
NAVERまとめ  RELATED COUNTS:4  STRENGTH:0
ジミー大西  RELATED COUNTS:4  STRENGTH:0
DAIGO  RELATED COUNTS:4  STRENGTH:0
HeySayJUMP  RELATED COUNTS:3  STRENGTH:0
吉岡里帆  RELATED COUNTS:3  STRENGTH:0
戸塚純貴  RELATED COUNTS:3  STRENGTH:0
ゼクシィ  RELATED COUNTS:3  STRENGTH:0
情報通信  RELATED COUNTS:3  STRENGTH:0
松岡茉優  RELATED COUNTS:3  STRENGTH:0
経済新聞  RELATED COUNTS:3  STRENGTH:0
三遊亭円楽  RELATED COUNTS:3  STRENGTH:0
ランキング  RELATED COUNTS:3  STRENGTH:0
見栄  RELATED COUNTS:3  STRENGTH:0
不倫  RELATED COUNTS:3  STRENGTH:0
文春  RELATED COUNTS:3  STRENGTH:0
feedly  RELATED COUNTS:3  STRENGTH:0
病院  RELATED COUNTS:3  STRENGTH:0
うつ  RELATED COUNTS:3  STRENGTH:0
うつ病  RELATED COUNTS:3  STRENGTH:0
メンタル  RELATED COUNTS:3  STRENGTH:0
長野里美  RELATED COUNTS:3  STRENGTH:0
性犯罪  RELATED COUNTS:3  STRENGTH:0
japansenews  RELATED COUNTS:3  STRENGTH:0
japan  RELATED COUNTS:3  STRENGTH:0
ツイッター  RELATED COUNTS:3  STRENGTH:0
視聴率  RELATED COUNTS:3  STRENGTH:0
業界  RELATED COUNTS:3  STRENGTH:0
業種  RELATED COUNTS:3  STRENGTH:0
株式投資  RELATED COUNTS:3  STRENGTH:0
新規事業  RELATED COUNTS:3  STRENGTH:0
産業  RELATED COUNTS:3  STRENGTH:0
芸能エンタメ  RELATED COUNTS:3  STRENGTH:0
芸能人  RELATED COUNTS:3  STRENGTH:0
学生ローン  RELATED COUNTS:3  STRENGTH:0
大学生  RELATED COUNTS:3  STRENGTH:0
nhk  RELATED COUNTS:3  STRENGTH:0
毎日新聞ニュース速報  RELATED COUNTS:3  STRENGTH:0
西野七瀬  RELATED COUNTS:3  STRENGTH:0
高山一実  RELATED COUNTS:3  STRENGTH:0
武井咲  RELATED COUNTS:3  STRENGTH:0
女優  RELATED COUNTS:3  STRENGTH:0
中国  RELATED COUNTS:3  STRENGTH:0
春風亭昇太  RELATED COUNTS:3  STRENGTH:0
画像  RELATED COUNTS:3  STRENGTH:0
米倉涼子  RELATED COUNTS:3  STRENGTH:0
村主章枝  RELATED COUNTS:3  STRENGTH:0
鬼龍院翔  RELATED COUNTS:3  STRENGTH:0
ビジネス  RELATED COUNTS:3  STRENGTH:0
安室奈美恵  RELATED COUNTS:3  STRENGTH:0
ダウンタウン  RELATED COUNTS:3  STRENGTH:0
ネットで話題  RELATED COUNTS:3  STRENGTH:0
Pile  RELATED COUNTS:3  STRENGTH:0
ドラマ  RELATED COUNTS:3  STRENGTH:0
岡本太郎  RELATED COUNTS:3  STRENGTH:0
よしもと  RELATED COUNTS:3  STRENGTH:0
つるの剛士  RELATED COUNTS:3  STRENGTH:0
永井豪  RELATED COUNTS:3  STRENGTH:0
ディーンフジオカ  RELATED COUNTS:3  STRENGTH:0
DEANFUJIOKA  RELATED COUNTS:3  STRENGTH:0
柴咲コウ  RELATED COUNTS:3  STRENGTH:0
関ジャニ  RELATED COUNTS:2  STRENGTH:0
斎藤工  RELATED COUNTS:2  STRENGTH:0
山下真司  RELATED COUNTS:2  STRENGTH:0
柏木由紀  RELATED COUNTS:2  STRENGTH:0
V6  RELATED COUNTS:2  STRENGTH:0
森田剛  RELATED COUNTS:2  STRENGTH:0
福岡県警察  RELATED COUNTS:2  STRENGTH:0
福岡県警  RELATED COUNTS:2  STRENGTH:0
警察  RELATED COUNTS:2  STRENGTH:0
警察庁  RELATED COUNTS:2  STRENGTH:0
警視庁  RELATED COUNTS:2  STRENGTH:0
プロ野球  RELATED COUNTS:2  STRENGTH:0
時事  RELATED COUNTS:2  STRENGTH:0
中畑清  RELATED COUNTS:2  STRENGTH:0
アメリカ  RELATED COUNTS:2  STRENGTH:0
航空機  RELATED COUNTS:2  STRENGTH:0
航空業界  RELATED COUNTS:2  STRENGTH:0
詐欺  RELATED COUNTS:2  STRENGTH:0
年収  RELATED COUNTS:2  STRENGTH:0
2ちゃん  RELATED COUNTS:2  STRENGTH:0
仰天  RELATED COUNTS:2  STRENGTH:0
波瑠  RELATED COUNTS:2  STRENGTH:0
関根勤  RELATED COUNTS:2  STRENGTH:0
TrendNews  RELATED COUNTS:2  STRENGTH:0
急上昇  RELATED COUNTS:2  STRENGTH:0
小西真奈美  RELATED COUNTS:2  STRENGTH:0
KREVA  RELATED COUNTS:2  STRENGTH:0
家族  RELATED COUNTS:2  STRENGTH:0
ベイビーレイズJAPAN  RELATED COUNTS:2  STRENGTH:0
music  RELATED COUNTS:2  STRENGTH:0
プラチナ  RELATED COUNTS:2  STRENGTH:0
裏話  RELATED COUNTS:2  STRENGTH:0
定時・総合  RELATED COUNTS:2  STRENGTH:0
株  RELATED COUNTS:2  STRENGTH:0
録画予約  RELATED COUNTS:2  STRENGTH:0
投資  RELATED COUNTS:2  STRENGTH:0
鈴木敏夫  RELATED COUNTS:2  STRENGTH:0
大泉洋  RELATED COUNTS:2  STRENGTH:0
有村架純  RELATED COUNTS:2  STRENGTH:0
選挙  RELATED COUNTS:2  STRENGTH:0
名古屋  RELATED COUNTS:2  STRENGTH:0
京都  RELATED COUNTS:2  STRENGTH:0
競馬  RELATED COUNTS:2  STRENGTH:0
竹内涼真  RELATED COUNTS:2  STRENGTH:0
吉本実憂  RELATED COUNTS:2  STRENGTH:0
黒島結菜  RELATED COUNTS:2  STRENGTH:0
ＴＡＫＡＨＩＲＯ  RELATED COUNTS:2  STRENGTH:0
EXILE  RELATED COUNTS:2  STRENGTH:0
コンビニ  RELATED COUNTS:2  STRENGTH:0
社会  RELATED COUNTS:2  STRENGTH:0
食事  RELATED COUNTS:2  STRENGTH:0
入院  RELATED COUNTS:2  STRENGTH:0
面白画像  RELATED COUNTS:2  STRENGTH:0
野球  RELATED COUNTS:2  STRENGTH:0
ゲス  RELATED COUNTS:2  STRENGTH:0
スプリング  RELATED COUNTS:2  STRENGTH:0
スプリングセンテンス  RELATED COUNTS:2  STRENGTH:0
病気  RELATED COUNTS:2  STRENGTH:0
福澤朗  RELATED COUNTS:2  STRENGTH:0
浦井健治  RELATED COUNTS:2  STRENGTH:0
きゃりーぱみゅぱみゅ  RELATED COUNTS:2  STRENGTH:0
KPP  RELATED COUNTS:2  STRENGTH:0
きゃりー  RELATED COUNTS:2  STRENGTH:0
新製品  RELATED COUNTS:2  STRENGTH:0
菅野美穂  RELATED COUNTS:2  STRENGTH:0
稲垣吾郎  RELATED COUNTS:2  STRENGTH:0
海外  RELATED COUNTS:2  STRENGTH:0
地域  RELATED COUNTS:2  STRENGTH:0
HKT48  RELATED COUNTS:2  STRENGTH:0
JPOP  RELATED COUNTS:2  STRENGTH:0
MusicHitsApp  RELATED COUNTS:2  STRENGTH:0
福山  RELATED COUNTS:2  STRENGTH:0
女子高生  RELATED COUNTS:2  STRENGTH:0
吹石  RELATED COUNTS:2  STRENGTH:0
ほんまかいな  RELATED COUNTS:2  STRENGTH:0
驚愕  RELATED COUNTS:2  STRENGTH:0
NTV  RELATED COUNTS:2  STRENGTH:0
FujiTV  RELATED COUNTS:2  STRENGTH:0
広瀬アリス  RELATED COUNTS:2  STRENGTH:0
広瀬すず  RELATED COUNTS:2  STRENGTH:0
藤木直人  RELATED COUNTS:2  STRENGTH:0
多部未華子  RELATED COUNTS:2  STRENGTH:0
蜷川幸雄  RELATED COUNTS:2  STRENGTH:0
天気  RELATED COUNTS:2  STRENGTH:0
明石家さんま  RELATED COUNTS:2  STRENGTH:0
伊野尾  RELATED COUNTS:2  STRENGTH:0
ジャニーズWEST  RELATED COUNTS:2  STRENGTH:0
ジャニスト  RELATED COUNTS:2  STRENGTH:0
小松菜奈  RELATED COUNTS:2  STRENGTH:0
菅田将暉  RELATED COUNTS:2  STRENGTH:0
YOSHIKI  RELATED COUNTS:2  STRENGTH:0
高見沢俊彦  RELATED COUNTS:2  STRENGTH:0
藤原竜也  RELATED COUNTS:2  STRENGTH:0
生活  RELATED COUNTS:2  STRENGTH:0
さんま  RELATED COUNTS:2  STRENGTH:0
Netflix  RELATED COUNTS:2  STRENGTH:0
火花  RELATED COUNTS:2  STRENGTH:0
又吉直樹  RELATED COUNTS:2  STRENGTH:0
ANA  RELATED COUNTS:2  STRENGTH:0
自転車  RELATED COUNTS:2  STRENGTH:0
渡辺航  RELATED COUNTS:2  STRENGTH:0
山崎育三郎  RELATED COUNTS:2  STRENGTH:0
歌舞伎  RELATED COUNTS:2  STRENGTH:0
市川右近  RELATED COUNTS:2  STRENGTH:0
平野レミ  RELATED COUNTS:2  STRENGTH:0
GACKT  RELATED COUNTS:2  STRENGTH:0
--------------
top:2
TARGET HASHTAG:熊本地震  COUNTS:240
熊本  RELATED COUNTS:45  STRENGTH:0.18
熊本の声  RELATED COUNTS:38  STRENGTH:0.15
熊本LV3  RELATED COUNTS:21  STRENGTH:0.08
地震  RELATED COUNTS:18  STRENGTH:0.07
拡散希望  RELATED COUNTS:18  STRENGTH:0.07
情報  RELATED COUNTS:17  STRENGTH:0.07
支援  RELATED COUNTS:17  STRENGTH:0.07
熊本大分大震災  RELATED COUNTS:16  STRENGTH:0.06
支援情報  RELATED COUNTS:16  STRENGTH:0.06
大分  RELATED COUNTS:15  STRENGTH:0.06
KUMAMOTO  RELATED COUNTS:15  STRENGTH:0.06
熊本ペット  RELATED COUNTS:14  STRENGTH:0.05
INFO  RELATED COUNTS:13  STRENGTH:0.05
熊本市  RELATED COUNTS:12  STRENGTH:0.05
八代市  RELATED COUNTS:12  STRENGTH:0.05
ボランティア  RELATED COUNTS:11  STRENGTH:0.04
入浴  RELATED COUNTS:9  STRENGTH:0.03
OITA  RELATED COUNTS:9  STRENGTH:0.03
震災  RELATED COUNTS:9  STRENGTH:0.03
迷子猫  RELATED COUNTS:8  STRENGTH:0.03
MAMH  RELATED COUNTS:8  STRENGTH:0.03
jcom  RELATED COUNTS:8  STRENGTH:0.03
炊き出し  RELATED COUNTS:7  STRENGTH:0.02
益城町  RELATED COUNTS:6  STRENGTH:0.02
南阿蘇村  RELATED COUNTS:6  STRENGTH:0.02
充電  RELATED COUNTS:6  STRENGTH:0.02
Earthquake  RELATED COUNTS:6  STRENGTH:0.02
避難民宿カワタケ  RELATED COUNTS:6  STRENGTH:0.02
幡再  RELATED COUNTS:6  STRENGTH:0.02
西原村  RELATED COUNTS:5  STRENGTH:0.02
HELP  RELATED COUNTS:5  STRENGTH:0.02
ヘルプ  RELATED COUNTS:5  STRENGTH:0.02
九州  RELATED COUNTS:5  STRENGTH:0.02
頑張れ熊本  RELATED COUNTS:5  STRENGTH:0.02
熊本市中央区  RELATED COUNTS:5  STRENGTH:0.02
災害  RELATED COUNTS:5  STRENGTH:0.02
減災  RELATED COUNTS:5  STRENGTH:0.02
救援物資  RELATED COUNTS:5  STRENGTH:0.02
支援物資  RELATED COUNTS:5  STRENGTH:0.02
温泉  RELATED COUNTS:4  STRENGTH:0.01
熊本の本音  RELATED COUNTS:4  STRENGTH:0.01
グランメッセ熊本  RELATED COUNTS:4  STRENGTH:0.01
迷い猫  RELATED COUNTS:4  STRENGTH:0.01
天気  RELATED COUNTS:4  STRENGTH:0.01
給水  RELATED COUNTS:4  STRENGTH:0.01
物資不足  RELATED COUNTS:4  STRENGTH:0.01
がんばろう熊本  RELATED COUNTS:4  STRENGTH:0.01
ロアッソ熊本  RELATED COUNTS:4  STRENGTH:0.01
ヒナメシ  RELATED COUNTS:4  STRENGTH:0.01
BATH  RELATED COUNTS:4  STRENGTH:0.01
大津町  RELATED COUNTS:3  STRENGTH:0.01
熊本ボラ  RELATED COUNTS:3  STRENGTH:0.01
熊本がんばれ  RELATED COUNTS:3  STRENGTH:0.01
もっと伝えたい熊本地震  RELATED COUNTS:3  STRENGTH:0.01
罹災証明  RELATED COUNTS:3  STRENGTH:0.01
地震予知  RELATED COUNTS:3  STRENGTH:0.01
しろくまの会  RELATED COUNTS:3  STRENGTH:0.01
熊本県  RELATED COUNTS:3  STRENGTH:0.01
復興支援  RELATED COUNTS:3  STRENGTH:0.01
roasso  RELATED COUNTS:3  STRENGTH:0.01
巻誠一郎  RELATED COUNTS:3  STRENGTH:0.01
避難所の飯  RELATED COUNTS:3  STRENGTH:0.01
熊本携帯充電  RELATED COUNTS:2  STRENGTH:0
阿蘇市  RELATED COUNTS:2  STRENGTH:0
菊陽町  RELATED COUNTS:2  STRENGTH:0
宇土市  RELATED COUNTS:2  STRENGTH:0
募集  RELATED COUNTS:2  STRENGTH:0
停止  RELATED COUNTS:2  STRENGTH:0
南阿蘇  RELATED COUNTS:2  STRENGTH:0
猫  RELATED COUNTS:2  STRENGTH:0
奇跡  RELATED COUNTS:2  STRENGTH:0
迷子犬  RELATED COUNTS:2  STRENGTH:0
長毛  RELATED COUNTS:2  STRENGTH:0
くまモンあのね  RELATED COUNTS:2  STRENGTH:0
台湾人からの応援メッセージ  RELATED COUNTS:2  STRENGTH:0
熊本県の地震情報を配信しています  RELATED COUNTS:2  STRENGTH:0
支えあおう熊本  RELATED COUNTS:2  STRENGTH:0
ふるさと納税  RELATED COUNTS:2  STRENGTH:0
り災証明  RELATED COUNTS:2  STRENGTH:0
Kumamoto  RELATED COUNTS:2  STRENGTH:0
復興  RELATED COUNTS:2  STRENGTH:0
御船町  RELATED COUNTS:2  STRENGTH:0
拡散  RELATED COUNTS:2  STRENGTH:0
入浴支援  RELATED COUNTS:2  STRENGTH:0
車中泊者救援  RELATED COUNTS:2  STRENGTH:0
無料法律相談  RELATED COUNTS:2  STRENGTH:0
無料  RELATED COUNTS:2  STRENGTH:0
南阿蘇鉄道  RELATED COUNTS:2  STRENGTH:0
子宮系  RELATED COUNTS:2  STRENGTH:0
テクニック  RELATED COUNTS:2  STRENGTH:0
Technic  RELATED COUNTS:2  STRENGTH:0
hollyhock  RELATED COUNTS:2  STRENGTH:0
J2  RELATED COUNTS:2  STRENGTH:0
相談  RELATED COUNTS:2  STRENGTH:0
熊本銭湯  RELATED COUNTS:2  STRENGTH:0
防災  RELATED COUNTS:2  STRENGTH:0
nhk24  RELATED COUNTS:2  STRENGTH:0
NW9  RELATED COUNTS:2  STRENGTH:0
nhk11  RELATED COUNTS:2  STRENGTH:0
クロ現プラス  RELATED COUNTS:2  STRENGTH:0
北部九州大震災  RELATED COUNTS:2  STRENGTH:0
内田篤人  RELATED COUNTS:2  STRENGTH:0
熊本支援  RELATED COUNTS:2  STRENGTH:0
熊本市西区  RELATED COUNTS:2  STRENGTH:0
炊出し  RELATED COUNTS:2  STRENGTH:0
飯  RELATED COUNTS:2  STRENGTH:0
Food  RELATED COUNTS:2  STRENGTH:0
ライフライン  RELATED COUNTS:2  STRENGTH:0
川内原発  RELATED COUNTS:2  STRENGTH:0
鹿児島  RELATED COUNTS:2  STRENGTH:0
宮崎  RELATED COUNTS:2  STRENGTH:0
原発  RELATED COUNTS:2  STRENGTH:0
避難所  RELATED COUNTS:2  STRENGTH:0
幡ヶ谷再生大学  RELATED COUNTS:2  STRENGTH:0
高校野球  RELATED COUNTS:2  STRENGTH:0
--------------
top:3
TARGET HASHTAG:ニコニコ超会議2016  COUNTS:5
ニコ超  RELATED COUNTS:2  STRENGTH:0.4
ALL HASHTAG LENGTH：106328
*********05/27 00:00:07*********
--------------
top:1
TARGET HASHTAG:ニュース  COUNTS:1459
ネタ  RELATED COUNTS:337  STRENGTH:0.23
フォロー  RELATED COUNTS:337  STRENGTH:0.23
面白  RELATED COUNTS:326  STRENGTH:0.22
芸能  RELATED COUNTS:318  STRENGTH:0.21
相互  RELATED COUNTS:313  STRENGTH:0.21
news  RELATED COUNTS:266  STRENGTH:0.18
まとめ  RELATED COUNTS:137  STRENGTH:0.09
音楽  RELATED COUNTS:106  STRENGTH:0.07
速報  RELATED COUNTS:96  STRENGTH:0.06
ANN  RELATED COUNTS:70  STRENGTH:0.04
アニメ  RELATED COUNTS:52  STRENGTH:0.03
映画  RELATED COUNTS:50  STRENGTH:0.03
ジャニーズ  RELATED COUNTS:48  STRENGTH:0.03
豆知識  RELATED COUNTS:39  STRENGTH:0.02
Yahoo  RELATED COUNTS:36  STRENGTH:0.02
雑学  RELATED COUNTS:33  STRENGTH:0.02
話題  RELATED COUNTS:31  STRENGTH:0.02
トレンド  RELATED COUNTS:30  STRENGTH:0.02
followmeJP  RELATED COUNTS:26  STRENGTH:0.01
オリコン  RELATED COUNTS:26  STRENGTH:0.01
AKB48  RELATED COUNTS:22  STRENGTH:0.01
情報  RELATED COUNTS:22  STRENGTH:0.01
２ch  RELATED COUNTS:21  STRENGTH:0.01
林家たい平  RELATED COUNTS:21  STRENGTH:0.01
相互フォロー  RELATED COUNTS:20  STRENGTH:0.01
ブログ  RELATED COUNTS:20  STRENGTH:0.01
声優  RELATED COUNTS:20  STRENGTH:0.01
芸能ニュース  RELATED COUNTS:19  STRENGTH:0.01
